timestamp,requestType,filename,offsetStart,offsetEnd
1273.6310958862305,read,704052462488826883,0,6985
1273.770809173584,read,704052462488826883,6985,6985
1274.3165493011477,read,704052462488826883,0,6985
1274.379014968872,read,704052462488826883,6985,6985
1291.7845249176023,read,704052462488826883,0,6985
1291.9962406158447,read,704052462488826883,6985,6985
1292.7985191345217,read,704052462488826883,0,6985
1292.891025543213,read,704052462488826883,6985,6985
1311.0132217407229,read,704052462488826883,0,6985
1311.166286468506,read,704052462488826883,6985,6985
1311.742067337036,read,704052462488826883,0,6985
1311.8116855621338,read,704052462488826883,6985,6985
1313.688039779663,read,704052462488826883,0,6985
1313.8346672058103,read,704052462488826883,6985,6985
1314.3908977508545,read,704052462488826883,0,6985
1314.457654953003,read,704052462488826883,6985,6985
1319.925308227539,write,8824018987666240075,0,1223
1320.1029300689695,read,8824018987666240075,0,1223
1320.1055526733398,read,8824018987666240075,1223,1223
1329.7488689422607,read,704052462488826883,0,6985
1329.8203945159912,read,704052462488826883,6985,6985
1330.4667472839355,read,704052462488826883,0,6985
1330.620527267456,read,704052462488826883,6985,6985
1357.3219776153564,write,614579148462169720,0,1223
1357.577562332153,read,614579148462169720,0,1223
1357.5811386108398,read,614579148462169720,1223,1223
1363.5823726654053,write,6732877353325540072,0,1223
1363.8391494750977,read,6732877353325540072,0,1223
1363.842487335205,read,6732877353325540072,1223,1223
1363.9130592346191,write,5573067043492944746,0,1223
1364.1045093536377,read,5573067043492944746,0,1223
1364.107370376587,read,5573067043492944746,1223,1223
1369.2829608917236,read,704052462488826883,0,6985
1369.363784790039,read,704052462488826883,6985,6985
1369.8506355285645,read,704052462488826883,0,6985
1369.9119091033936,read,704052462488826883,6985,6985
1374.5973110198977,read,704052462488826883,0,6985
1374.6750354766846,read,704052462488826883,6985,6985
1375.183343887329,read,704052462488826883,0,6985
1375.241756439209,read,704052462488826883,6985,6985
1375.4656314849854,read,704052462488826883,0,6985
1375.5488395690918,read,704052462488826883,6985,6985
1376.0900497436523,read,704052462488826883,0,6985
1376.1601448059082,read,704052462488826883,6985,6985
1377.197027206421,write,9645231173935853756,0,822
1377.3910999298096,read,9645231173935853756,0,822
1377.3956298828125,read,9645231173935853756,822,822
1395.4503536224363,read,1398187871166414269,0,71667
1395.493745803833,read,1398187871166414269,71667,71667
1395.6284523010254,write,1719774277025751551,0,822
1395.7746028900146,read,1719774277025751551,0,822
1395.777463912964,read,1719774277025751551,822,822
1401.4487266540527,write,17378283105503012219,0,822
1401.5917778015137,read,17378283105503012219,0,822
1401.5944004058838,read,17378283105503012219,822,822
1404.818773269653,write,17764965179382086294,0,822
1404.9668312072754,read,17764965179382086294,0,822
1404.9694538116455,read,17764965179382086294,822,822
1408.4386825561523,read,1398187871166414269,0,71667
1408.4744453430176,read,1398187871166414269,71667,71667
1414.2475128173828,read,1398187871166414269,0,71667
1414.2773151397705,read,1398187871166414269,71667,71667
1419.2686080932615,read,1398187871166414269,0,71667
1419.297456741333,read,1398187871166414269,71667,71667
1623.854398727417,read,10591936777308056789,0,10257
1623.8811016082764,read,10591936777308056789,10257,10257
1623.89874458313,read,10591936777308056789,0,10257
1623.9192485809326,read,10591936777308056789,10257,10257
1625.0088214874268,read,12127685327872283917,0,6343
1625.0264644622805,read,12127685327872283917,6343,6343
1625.1122951507568,read,12127685327872283917,0,6343
1625.136375427246,read,12127685327872283917,6343,6343
1625.943899154663,read,1870041913436671992,0,4661
1625.9605884552002,read,1870041913436671992,4661,4661
1626.063346862793,read,1870041913436671992,0,4661
1626.0778903961182,read,1870041913436671992,4661,4661
1627.6533603668213,read,18194243410964437712,0,7240
1627.6700496673584,read,18194243410964437712,7240,7240
1627.8202533721924,read,18194243410964437712,0,7240
1627.8355121612549,read,18194243410964437712,7240,7240
1628.4668445587158,read,10591936777308056789,0,10257
1628.4847259521484,read,10591936777308056789,10257,10257
1628.9451122283936,read,3680521064166093004,0,7348
1628.9606094360352,read,3680521064166093004,7348,7348
1629.1403770446775,read,3680521064166093004,0,7348
1629.154920578003,read,3680521064166093004,7348,7348
1629.899978637695,read,12127685327872283917,0,6343
1629.9293041229248,read,12127685327872283917,6343,6343
1630.0065517425537,read,7619762385413258600,0,3442
1630.021333694458,read,7619762385413258600,3442,3442
1630.08451461792,read,7619762385413258600,0,3442
1630.0978660583496,read,7619762385413258600,3442,3442
1630.7082176208496,read,15716969750709397529,0,3227
1630.7220458984375,read,15716969750709397529,3227,3227
1631.1676502227783,read,1870041913436671992,0,4661
1631.178855895996,read,15716969750709397529,0,3227
1631.195068359375,read,1870041913436671992,4661,4661
1631.2110424041748,read,15716969750709397529,3227,3227
1633.3558559417725,read,18194243410964437712,0,7240
1633.3811283111572,read,18194243410964437712,7240,7240
1634.9024772644043,read,3680521064166093004,0,7348
1634.9270343780518,read,3680521064166093004,7348,7348
1636.3520622253418,read,7619762385413258600,0,3442
1636.375904083252,read,7619762385413258600,3442,3442
1637.3395919799805,read,15716969750709397529,0,3227
1637.362718582153,read,15716969750709397529,3227,3227
1639.6305561065674,read,10591936777308056789,0,10257
1639.6472454071045,read,10591936777308056789,10257,10257
1639.9681568145752,read,2120016007265888039,0,9031
1640.063762664795,read,2120016007265888039,9031,9031
1641.23797416687,read,12127685327872283917,0,6343
1641.2701606750488,read,12127685327872283917,6343,6343
1642.511606216431,read,1870041913436671992,0,4661
1642.5399780273438,read,1870041913436671992,4661,4661
1644.95587348938,read,18194243410964437712,0,7240
1644.9830532073977,read,18194243410964437712,7240,7240
1646.5880870819092,read,3680521064166093004,0,7348
1646.6145515441897,read,3680521064166093004,7348,7348
1648.0939388275146,read,7619762385413258600,0,3442
1648.1189727783203,read,7619762385413258600,3442,3442
1648.3917236328125,read,2120016007265888039,0,9031
1648.569107055664,read,2120016007265888039,9031,9031
1649.167776107788,read,15716969750709397529,0,3227
1649.1920948028564,read,15716969750709397529,3227,3227
1652.63032913208,read,2120016007265888039,0,9031
1652.776479721069,read,2120016007265888039,9031,9031
1665.661096572876,read,2120016007265888039,0,9031
1665.8174991607666,read,2120016007265888039,9031,9031
1682.3248863220217,read,13905309973847761874,0,135548
1682.9159259796145,read,13905309973847761874,135548,135548
1701.5352249145508,write,11210200362778000645,0,870
1701.685905456543,read,11210200362778000645,0,870
1701.6887664794922,read,11210200362778000645,870,870
1708.1100940704346,read,13905309973847761874,0,135548
1708.6849212646484,read,13905309973847761874,135548,135548
1713.6225700378418,read,13905309973847761874,0,135548
1714.3845558166504,read,13905309973847761874,135548,135548
1727.703332901001,write,7069515319077307900,0,870
1727.806806564331,read,13905309973847761874,0,135548
1727.851152420044,read,7069515319077307900,0,870
1727.8544902801514,read,7069515319077307900,870,870
1728.461980819702,read,13905309973847761874,135548,135548
1739.476203918457,write,5303130077396160183,0,870
1739.6647930145264,read,5303130077396160183,0,870
1739.668607711792,read,5303130077396160183,870,870
1751.1277198791504,write,15680895661897791423,0,870
1751.298189163208,read,15680895661897791423,0,870
1751.3015270233154,read,15680895661897791423,870,870
2059.730529785156,read,13669629561626962021,0,43260
2059.957504272461,read,13669629561626962021,43260,43260
2139.158248901367,read,13669629561626962021,0,43260
2139.389514923096,read,13669629561626962021,43260,43260
2157.1719646453857,read,13669629561626962021,0,43260
2157.4270725250244,read,13669629561626962021,43260,43260
2158.6740016937256,read,13669629561626962021,0,43260
2158.886194229126,read,13669629561626962021,43260,43260
2356.156349182129,write,15014811620837426238,0,12455
2356.3060760498047,read,15014811620837426238,0,12455
2356.3101291656494,read,15014811620837426238,12455,12455
2394.033670425415,read,13669629561626962021,0,43260
2394.1900730133057,read,13669629561626962021,43260,43260
2457.435131072998,write,7372225016982018337,0,2920
2457.563161849976,read,7372225016982018337,0,2920
2457.566261291504,read,7372225016982018337,2920,2920
2469.4011211395264,read,5744148026832563466,0,6589
2469.4695472717285,read,5744148026832563466,6589,6589
2475.4929542541504,write,4104482231969094904,0,12455
2475.66032409668,read,4104482231969094904,0,12455
2475.663661956787,read,4104482231969094904,12455,12455
2488.300323486328,write,11468166825342291880,0,12455
2488.4536266326904,read,11468166825342291880,0,12455
2488.4567260742188,read,11468166825342291880,12455,12455
2492.443799972534,write,8283418697457222635,0,1499
2492.553949356079,read,8283418697457222635,0,1499
2492.556571960449,read,8283418697457222635,1499,1499
2499.04203414917,read,4083758375437768317,0,21791
2499.1471767425537,read,4083758375437768317,21791,21791
2509.4587802886963,write,9362725226882508193,0,12455
2509.660005569458,read,9362725226882508193,0,12455
2509.665012359619,read,9362725226882508193,12455,12455
2515.9947872161865,read,13669629561626962021,0,43260
2516.157627105713,read,13669629561626962021,43260,43260
2520.7669734954834,write,18094971368261236172,0,1298
2520.878553390503,read,18094971368261236172,0,1298
2520.880699157715,read,18094971368261236172,1298,1298
2527.0650386810303,read,5744148026832563466,0,6589
2527.1291732788086,read,5744148026832563466,6589,6589
2528.001546859741,read,13669629561626962021,0,43260
2528.1667709350586,read,13669629561626962021,43260,43260
2551.246404647827,write,2008718280036807723,0,1482
2551.3973236083984,read,2008718280036807723,0,1482
2551.399946212769,read,2008718280036807723,1482,1482
2557.976722717285,read,13669629561626962021,0,43260
2558.1696033477783,read,13669629561626962021,43260,43260
2560.037612915039,read,4083758375437768317,0,21791
2560.138702392578,read,4083758375437768317,21791,21791
2579.622983932495,write,235068632695541625,0,2920
2579.7626972198486,read,235068632695541625,0,2920
2579.7653198242188,read,235068632695541625,2920,2920
2591.815948486328,read,5744148026832563466,0,6589
2591.880798339844,read,5744148026832563466,6589,6589
2592.0331478118896,write,14743958617858247170,0,2920
